Trip_ID,Harsh_Acceleration_Count,Harsh_Braking_Count,Sudden_Turn_Count,High_Speed_Count,Avg_Speed,Max_Speed,Avg_Acceleration,Max_Acceleration,Avg_Gyro,Max_Gyro,Driver_ID,Vehicle_ID,Trip_Date,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Risk_Events,Risk_Events_Per_10_Min
T00146,1,3,4,3,26.555172413793105,46.6,1.0054940722572177,1.242627458251265,5.835055176849617,42.42748873077453,D10,V10,2026-07-31,29,15.6,26.6,46.6,11,3.793103448275862
T00147,3,2,2,2,28.154838709677417,48.4,1.0203103823849413,1.2189876947697216,4.310952115456676,46.97041302777739,D10,V10,2026-08-05,31,8.73,28.2,48.4,9,2.903225806451613
T00148,0,0,0,0,18.092307692307692,25.2,1.0251643139681585,1.2253477057553908,3.304476925623398,5.457554397346855,D10,V10,2026-08-05,13,3.01,18.1,25.2,0,0.0
T00149,1,1,4,0,18.302272727272726,35.3,1.0127681180686812,1.0912671533588831,5.378345425092852,48.89029146977956,D10,V10,2026-08-01,44,16.59,18.3,35.3,6,1.3636363636363635
T00150,1,2,2,8,32.808571428571426,56.7,1.010891288248644,1.1019283098278219,4.7795956624787115,41.55987487950367,D10,V10,2026-08-02,35,19.61,32.8,56.7,13,3.7142857142857144
T00151,0,0,0,0,23.27567567567568,33.3,1.0084169428268956,1.1123156026955658,3.0909494104702175,5.8750829781374145,D11,V11,2026-08-02,37,15.79,23.3,33.3,0,0.0
T00152,0,0,0,0,18.37272727272727,23.1,1.0044826755607021,1.0733172876647428,3.3779269119293436,6.591919295622483,D11,V11,2026-08-05,11,5.72,18.4,23.1,0,0.0
T00153,0,0,0,0,31.315384615384616,37.7,1.0022364809906177,1.0653173236177096,2.8560610334943743,6.379247604537701,D11,V11,2026-08-03,13,6.87,31.3,37.7,0,0.0
T00154,0,0,2,0,29.430303030303033,36.6,1.009254977924442,1.1341344717448634,4.73705148427394,52.30825747432235,D11,V11,2026-07-31,33,11.89,29.4,36.6,2,0.6060606060606061
T00155,1,1,2,0,29.86060606060606,38.0,1.0052403820662539,1.1141027780236437,4.687916439221395,53.482829020163095,D11,V11,2026-08-04,33,13.31,29.9,38.0,4,1.2121212121212122
T00156,1,1,0,0,22.5625,31.9,1.0039262068894186,1.0568585525035978,3.043233947901297,6.066539375953972,D11,V11,2026-08-04,32,14.27,22.6,31.9,2,0.625
T00157,1,1,0,0,27.24814814814815,39.1,1.0197408913697712,1.2829945440258115,2.8682104751467423,5.925681395417746,D11,V11,2026-08-04,27,16.74,27.2,39.1,2,0.7407407407407407
T00158,2,2,0,0,28.132432432432434,39.9,1.005923062309036,1.0660642569751602,4.1898056101537655,31.895988776020097,D11,V11,2026-07-31,37,21.35,28.1,39.9,4,1.0810810810810811
T00159,0,0,0,0,24.108333333333334,38.9,1.0077982202742388,1.0528029255278502,2.8780337280100134,5.793694848712693,D11,V11,2026-07-31,12,18.95,24.1,38.9,0,0.0
T00160,0,1,0,0,30.836,39.3,0.9999991142950965,1.057025070658213,3.2600581974493177,5.367634488301154,D11,V11,2026-07-31,25,13.77,30.8,39.3,1,0.4
T00161,0,0,0,0,15.994117647058822,26.6,1.0025409832143075,1.0551777101512332,3.147885187925494,5.916062879990374,D11,V11,2026-08-04,17,10.55,16.0,26.6,0,0.0
T00162,0,0,0,0,28.263636363636362,37.0,1.0486181615718606,1.6633574480549873,5.253689635056109,15.295241089959974,D11,V11,2026-08-01,11,6.22,28.3,37.0,0,0.0
T00163,0,0,0,0,17.953333333333333,27.4,1.0250743228290502,1.38368710335827,3.4776115983419618,5.786968118108134,D11,V11,2026-08-05,30,19.31,18.0,27.4,0,0.0
T00164,1,0,0,0,24.345454545454547,32.2,0.9847210865374663,1.049788550137598,3.9366282266652943,6.366835948883873,D11,V11,2026-08-01,11,4.73,24.3,32.2,1,0.9090909090909092
T00165,2,2,2,0,27.360714285714288,41.6,1.0078658338057622,1.0684764854689128,4.753418612709631,52.58294590454209,D11,V11,2026-08-04,28,17.96,27.4,41.6,6,2.142857142857143
T00166,1,2,0,1,24.125,47.7,1.0131975454252524,1.243490651352072,3.039114602557918,5.452797447182501,D12,V12,2026-07-31,36,12.8,24.1,47.7,4,1.1111111111111112
T00167,2,2,2,1,25.16923076923077,64.5,1.0844679420322476,1.3523169007300027,6.422469771501557,43.22590195704423,D12,V12,2026-08-06,13,7.07,25.2,64.5,7,5.384615384615384
T00168,4,1,0,1,14.26923076923077,46.5,1.0227315282519776,1.2761669169822574,4.037837759098354,30.97188079532788,D12,V12,2026-08-03,39,19.61,14.3,46.5,6,1.5384615384615385
T00169,2,4,4,3,25.575,54.6,1.0370223936828096,1.234552550521848,7.994931562888787,39.09962915425158,D12,V12,2026-08-01,16,5.81,25.6,54.6,13,8.125
T00170,2,3,8,5,27.675,51.0,1.008662883369064,1.2939095795301925,7.855694732577246,56.53298948401721,D12,V12,2026-08-04,44,13.13,27.7,51.0,18,4.090909090909091
T00171,1,1,0,2,30.306666666666665,48.9,1.03432189398836,1.1177267107839912,3.160463597952043,7.578482697743659,D12,V12,2026-08-01,15,6.54,30.3,48.9,4,2.6666666666666665
T00172,1,2,5,1,20.95909090909091,48.7,1.006507992996049,1.1431701535642014,8.55413044273253,49.30036511020988,D12,V12,2026-08-02,22,10.84,21.0,48.7,9,4.090909090909091
T00173,1,0,2,4,29.753333333333334,45.4,1.0213099403317234,1.1700474349358663,5.6077653538881025,39.34317857011556,D12,V12,2026-07-31,15,7.81,29.8,45.4,7,4.666666666666667
T00174,4,3,0,3,24.7,53.1,1.0490200732680275,1.3441257381658904,3.0223294640184406,6.761856254017827,D12,V12,2026-08-03,27,12.44,24.7,53.1,10,3.7037037037037033
T00175,1,1,2,0,24.138461538461538,34.8,1.0250956523889856,1.193693846846837,7.127575120304621,54.18756499419401,D12,V12,2026-08-03,13,16.02,24.1,34.8,4,3.076923076923077
T00176,0,1,2,0,25.65,40.7,1.0244547395667853,1.2841362856021163,8.843413291361566,53.11912932268374,D12,V12,2026-08-02,10,9.34,25.6,40.7,3,3.0
T00177,1,2,0,3,25.259999999999998,46.2,0.9989333492888599,1.147836225251669,3.3111117916938015,6.522767817422294,D12,V12,2026-08-02,20,13.08,25.3,46.2,6,3.0
T00178,4,3,2,1,17.587804878048782,52.4,1.0450963680328957,1.8057067868289136,5.0216356458711715,48.67810698866586,D12,V12,2026-08-03,41,10.35,17.6,52.4,10,2.4390243902439024
T00179,3,1,2,8,34.68571428571428,63.7,1.0467651200268844,1.598866473474255,5.440631630264318,44.272169587676636,D12,V12,2026-08-02,21,9.38,34.7,63.7,14,6.666666666666666
T00180,1,2,0,1,22.289285714285715,48.8,1.0310209985104395,1.1797686213830236,4.439221250516291,35.220320838970224,D12,V12,2026-08-05,28,14.63,22.3,48.8,4,1.4285714285714284
T00181,1,5,4,0,23.073170731707318,40.7,1.0365416741310944,1.6066013817994806,6.4770694311154084,50.99825193082602,D13,V13,2026-08-06,41,13.59,23.1,40.7,10,2.4390243902439024
T00182,0,1,0,0,16.928571428571427,32.2,1.0272587241320552,1.6408260114954296,3.6119117039302515,8.28977080503436,D13,V13,2026-07-31,35,17.59,16.9,32.2,1,0.2857142857142857
T00183,0,0,0,0,17.535999999999998,31.7,1.0264935943074607,1.5930109855239545,3.2468895873943087,8.226961772124628,D13,V13,2026-07-31,25,13.92,17.5,31.7,0,0.0
T00184,1,2,2,2,26.75925925925926,43.8,1.002883175822549,1.066176814604407,5.388934821041499,50.33770952278223,D13,V13,2026-08-03,27,13.15,26.8,43.8,7,2.5925925925925926
T00185,0,2,0,0,26.546875,40.9,1.012449750717416,1.2740239401204358,3.023598136314954,6.986308037869501,D13,V13,2026-08-02,32,14.95,26.5,40.9,2,0.625
T00186,4,3,2,6,32.86,61.8,1.0194735529907848,1.1600879277020342,4.115635456301475,46.568896272082725,D13,V13,2026-08-04,40,15.28,32.9,61.8,15,3.75
T00187,0,0,4,0,18.974999999999998,34.1,1.004325487947976,1.07731935840771,11.245898380096301,54.11048881686433,D13,V13,2026-08-03,12,5.61,19.0,34.1,4,3.333333333333333
T00188,1,1,4,1,27.166666666666668,47.2,1.0159082729757458,1.122102490862577,7.86884516969363,50.110743359084196,D13,V13,2026-08-06,21,7.91,27.2,47.2,7,3.333333333333333
T00189,0,1,2,0,20.930769230769233,40.2,1.0145671546572403,1.298111705516902,5.379145406514785,55.290981181382556,D13,V13,2026-08-06,26,10.33,20.9,40.2,3,1.153846153846154
T00190,0,0,0,0,34.6,40.9,1.0478333527550043,1.7158336166423596,3.972952445701402,12.627988755142285,D13,V13,2026-07-31,14,11.21,34.6,40.9,0,0.0
T00191,0,1,2,1,21.645454545454545,43.0,1.0138359922180238,1.110697528582827,5.081737723351224,45.26247894227624,D13,V13,2026-08-03,22,9.64,21.6,43.0,4,1.8181818181818183
T00192,3,3,0,4,28.677777777777777,48.6,1.0130704350493298,1.2221129244059241,3.503087957369794,25.800887581631763,D13,V13,2026-08-02,45,27.12,28.7,48.6,10,2.2222222222222223
T00193,2,2,0,0,23.157142857142855,37.3,1.0160720489157717,1.2536749977565955,3.3556434902955923,5.312494705879716,D13,V13,2026-08-02,28,13.45,23.2,37.3,4,1.4285714285714284
T00194,1,1,0,0,17.68846153846154,34.6,1.0374183636469843,1.7701742852047082,5.074806288006273,30.47439252881015,D13,V13,2026-08-04,26,17.99,17.7,34.6,2,0.7692307692307693
T00195,2,2,2,5,27.835135135135136,47.6,1.065607259113412,1.7793296490532606,4.559505124833738,41.95884054642121,D13,V13,2026-07-31,37,9.88,27.8,47.6,11,2.9729729729729732
T00196,4,6,4,2,22.633333333333333,63.1,1.0580995703775968,1.5988721024522257,5.9864859021029275,38.51694821763531,D14,V14,2026-07-31,33,5.98,22.6,63.1,16,4.848484848484849
T00197,3,4,0,3,26.689999999999998,58.6,1.088432374546488,1.7015084484068834,3.814991969248814,7.005405056097755,D14,V14,2026-08-05,10,4.83,26.7,58.6,10,10.0
T00198,5,3,3,4,19.488235294117647,51.1,1.0585741159081743,1.9676384322329141,5.4741043921135555,50.0227798108022,D14,V14,2026-08-02,34,8.37,19.5,51.1,15,4.411764705882353
T00199,0,1,2,1,25.330000000000002,43.6,1.043162294339479,1.2814722002447028,6.603185030318443,44.98827625059666,D14,V14,2026-08-01,10,2.67,25.3,43.6,4,4.0
T00200,4,3,2,2,23.416666666666668,57.9,1.0253160809781035,1.2059830015385788,5.656512696147109,47.957786646174576,D14,V14,2026-08-01,30,16.72,23.4,57.9,11,3.6666666666666665
T00201,5,5,4,6,29.440625,60.5,1.0733920169157456,1.3234881941294376,6.726676007052224,49.584669001617826,D14,V14,2026-08-05,32,9.17,29.4,60.5,20,6.25
T00202,2,4,0,6,28.31111111111111,52.0,1.034625297951148,1.329695077827996,3.283700075848648,8.595842018092236,D14,V14,2026-08-03,45,23.69,28.3,52.0,12,2.6666666666666665
T00203,0,1,2,1,23.7,47.8,1.0344136960679733,1.145128813714859,5.912916062135183,37.28128082563688,D14,V14,2026-08-06,10,4.03,23.7,47.8,4,4.0
T00204,5,7,3,8,31.625,65.5,1.044217722133096,1.241523257937603,5.759290414058026,47.49088965264812,D14,V14,2026-08-05,32,15.46,31.6,65.5,23,7.1875
T00205,2,1,1,1,21.05,44.1,1.03354601583403,1.2162734067634628,6.576130205387486,50.0626347688573,D14,V14,2026-08-05,20,13.49,21.0,44.1,5,2.5
T00206,5,5,0,5,22.013953488372092,60.3,1.027490374901256,1.199477386197839,5.132396519746116,33.39303669928807,D14,V14,2026-07-31,43,18.53,22.0,60.3,15,3.488372093023256
T00207,7,4,4,7,30.924444444444443,61.2,1.0099554602125538,1.1493132732201432,4.840613814452241,48.70600476327328,D14,V14,2026-07-31,45,13.04,30.9,61.2,22,4.888888888888888
T00208,3,3,0,3,19.011363636363637,44.8,1.0155516383780074,1.249457882443422,3.431993829261272,6.446161648609194,D14,V14,2026-07-31,44,14.23,19.0,44.8,9,2.0454545454545454
T00209,2,3,3,6,33.017391304347825,62.6,1.0343148224312892,1.1843656529974178,5.995166950488779,47.70693555448726,D14,V14,2026-08-05,23,6.0,33.0,62.6,14,6.086956521739131
T00210,3,3,0,2,25.0,55.3,1.0151052657086137,1.1089247043870922,3.092824562034053,5.455813413231797,D14,V14,2026-07-31,15,8.02,25.0,55.3,8,5.333333333333333
T00211,1,4,2,3,24.686666666666667,48.7,1.0015621266265347,1.1062391242403244,5.937374330578957,43.66820124529977,D15,V15,2026-08-04,15,5.9,24.7,48.7,10,6.666666666666666
T00212,0,0,2,0,17.372,30.9,1.0138931748962807,1.1377301964877262,5.616803580984042,38.58979139617109,D15,V15,2026-08-03,25,13.7,17.4,30.9,2,0.8
T00213,3,3,1,3,29.709375,52.5,1.0338115471909874,1.4552020478270362,5.318775467602673,47.26361285386464,D15,V15,2026-08-03,32,27.34,29.7,52.5,10,3.125
T00214,0,1,2,1,21.054761904761904,42.9,1.0083358718369373,1.1808683245815343,5.3654653962152805,47.0004265938087,D15,V15,2026-08-05,42,29.08,21.1,42.9,4,0.9523809523809523
T00215,0,0,0,1,24.768181818181816,42.4,1.0294746289015249,1.6708689356140414,4.097826296022339,22.738656512643836,D15,V15,2026-08-05,22,15.83,24.8,42.4,1,0.4545454545454546
T00216,1,3,0,4,26.064444444444447,46.9,1.0312756086676844,1.6830561487959932,5.430148161521714,35.51149391394285,D15,V15,2026-08-05,45,15.39,26.1,46.9,8,1.777777777777778
T00217,2,1,2,0,19.152380952380952,36.0,1.0377732886357756,1.6123662735247226,6.039404649057152,46.93357114049601,D15,V15,2026-08-04,42,18.22,19.2,36.0,5,1.1904761904761905
T00218,0,0,4,0,18.614814814814817,29.6,1.0462381212459773,1.5680261477411657,6.347778144523704,47.911639504404356,D15,V15,2026-08-02,27,10.93,18.6,29.6,4,1.4814814814814814
T00219,2,2,5,0,16.90714285714286,38.8,1.0116002036047016,1.5094005432621256,6.413692619856725,45.84539889672681,D15,V15,2026-08-04,42,15.24,16.9,38.8,9,2.142857142857143
T00220,1,0,0,1,19.621951219512194,45.0,1.0125712363281543,1.489021490778424,4.047069188466392,31.857291159167946,D15,V15,2026-08-05,41,9.42,19.6,45.0,2,0.4878048780487805
T00221,1,0,0,0,18.107692307692307,30.0,0.9853596894915958,1.0657846874486423,5.634566564008042,34.230280454591664,D15,V15,2026-08-02,13,11.28,18.1,30.0,1,0.7692307692307693
T00222,4,2,0,3,28.80277777777778,45.2,1.00805771442272,1.2562694774609466,3.920051430445587,27.80181828586037,D15,V15,2026-08-04,36,16.74,28.8,45.2,9,2.5
T00223,1,0,2,1,24.946153846153845,46.7,1.016462256626076,1.2249706118923833,4.159547636052173,46.51110620056246,D15,V15,2026-08-02,39,17.99,24.9,46.7,4,1.0256410256410255
T00224,0,0,2,0,18.23846153846154,26.3,1.0260459748491477,1.219675776589828,6.064502580981147,37.1500417227222,D15,V15,2026-08-03,13,7.79,18.2,26.3,2,1.5384615384615385
T00225,4,3,5,4,30.1,46.2,1.0076885390649244,1.322709718721383,6.359770785146395,49.4796220680797,D15,V15,2026-07-31,45,20.93,30.1,46.2,16,3.555555555555556
T00226,0,0,4,0,28.957575757575757,36.4,1.0028812011655523,1.0982754663562326,6.1426922741648955,43.84843896879341,D16,V16,2026-08-03,33,13.75,29.0,36.4,4,1.2121212121212122
T00227,0,0,0,0,20.00681818181818,35.0,0.9959715182800715,1.095540505869135,3.56348725637898,30.831759599477937,D16,V16,2026-08-04,44,17.6,20.0,35.0,0,0.0
T00228,1,1,0,0,27.70384615384615,33.1,1.0176360914815208,1.1000813606274764,3.7899474046809427,6.361682167477404,D16,V16,2026-07-31,26,15.45,27.7,33.1,2,0.7692307692307693
T00229,0,0,0,0,22.071428571428573,34.0,0.9905117458294076,1.088105693395637,2.971444942912077,5.064602649764343,D16,V16,2026-08-03,21,6.41,22.1,34.0,0,0.0
T00230,2,2,4,0,28.737142857142857,39.9,1.0154359934626611,1.597854811927542,7.516363043552523,45.53900086738838,D16,V16,2026-07-31,35,20.13,28.7,39.9,8,2.2857142857142856
T00231,0,0,0,0,20.418518518518518,27.7,1.0096587737837965,1.0928293553890287,3.3039376828798104,6.178074133579169,D16,V16,2026-08-03,27,10.89,20.4,27.7,0,0.0
T00232,0,0,0,0,23.741666666666664,33.6,1.025334762570557,1.7148311870268746,4.283047520923794,20.128611477198323,D16,V16,2026-08-02,24,16.32,23.7,33.6,0,0.0
T00233,0,0,0,0,27.400000000000002,38.5,1.0432776925094884,1.730640921739689,3.5055250613993074,7.836006636035985,D16,V16,2026-08-06,17,6.13,27.4,38.5,0,0.0
T00234,2,1,2,0,24.565116279069766,37.5,1.0095602949020275,1.2292603467126075,3.9929813571655894,42.66736106205773,D16,V16,2026-08-04,43,30.63,24.6,37.5,5,1.1627906976744187
T00235,1,0,2,0,30.687179487179485,39.6,1.0181144978975618,1.1661736577371313,4.027029159115182,37.568026298968654,D16,V16,2026-08-01,39,15.57,30.7,39.6,3,0.7692307692307693
T00236,4,3,0,0,28.52162162162162,37.9,1.0128713114347425,1.2161040251557431,2.958206838378404,6.165070964717275,D16,V16,2026-07-31,37,19.49,28.5,37.9,7,1.891891891891892
T00237,1,1,0,0,28.305,39.4,1.0047635253708704,1.0728625261420963,4.6831508019266845,30.58072759108259,D16,V16,2026-08-01,20,7.56,28.3,39.4,2,1.0
T00238,1,1,0,0,29.715999999999998,36.1,1.013939667139089,1.2468416098286101,3.336354347335087,5.812856440683874,D16,V16,2026-08-03,25,14.04,29.7,36.1,2,0.8
T00239,0,0,0,0,17.203703703703702,28.8,1.0085430073307842,1.082098886423972,3.673042547602597,7.033761440367451,D16,V16,2026-08-03,27,10.67,17.2,28.8,0,0.0
T00240,0,0,1,0,19.541463414634148,28.0,1.022686064214575,1.275749975504605,4.378070379569154,46.14554908114108,D16,V16,2026-08-01,41,27.28,19.5,28.0,1,0.24390243902439024
T00241,0,0,2,0,19.446666666666665,32.9,1.0310399695591468,1.732478571296049,6.752141179074832,49.62048568887652,D17,V17,2026-08-03,30,13.13,19.4,32.9,2,0.6666666666666666
T00242,2,0,0,1,25.56,45.0,1.005663378823757,1.1984047730212026,3.895714794039489,26.2578083624662,D17,V17,2026-08-04,30,18.11,25.6,45.0,3,1.0
T00243,1,1,1,1,27.37027027027027,52.0,1.0312226470639831,1.7812282279371163,4.718318224529682,36.49870682640688,D17,V17,2026-08-05,37,24.36,27.4,52.0,4,1.0810810810810811
T00244,1,2,2,1,27.3969696969697,48.0,1.0252315511436287,1.1869372350718466,4.100437168586489,38.5217276351931,D17,V17,2026-08-06,33,20.93,27.4,48.0,6,1.8181818181818183
T00245,2,2,4,1,26.96153846153846,44.7,1.024159219989686,1.270566015600921,7.417249536869392,53.774415849918825,D17,V17,2026-08-04,39,14.98,27.0,44.7,9,2.307692307692308
T00246,5,2,0,2,27.968181818181815,45.2,1.0136348271290474,1.105208125196336,4.401082105956718,35.37513392200799,D17,V17,2026-08-04,44,28.62,28.0,45.2,9,2.0454545454545454
T00247,1,2,2,7,31.625925925925927,49.6,1.0173116452955588,1.2094250700229427,4.71746262777945,45.763795734182715,D17,V17,2026-08-05,27,9.65,31.6,49.6,12,4.444444444444445
T00248,0,0,0,0,24.835483870967742,38.0,1.020953627883716,1.2704857338829114,4.20087461236973,29.408891512602104,D17,V17,2026-07-31,31,17.34,24.8,38.0,0,0.0
T00249,0,0,2,1,28.23846153846154,44.5,1.0591885798669762,1.2252611966433933,6.0546627755648625,41.405009358772034,D17,V17,2026-07-31,13,6.67,28.2,44.5,3,2.307692307692308
T00250,1,1,0,2,25.07272727272727,48.3,1.0162488824039384,1.3276445307385558,3.229344784928771,6.226371334894829,D17,V17,2026-07-31,33,14.64,25.1,48.3,4,1.2121212121212122
T00251,0,0,1,0,21.646153846153844,38.0,1.0278306079881696,1.1370052770326091,7.055503067360452,50.55272594034865,D17,V17,2026-08-01,13,3.82,21.6,38.0,1,0.7692307692307693
T00252,0,1,2,1,25.306818181818183,42.7,1.0139189496332806,1.187340305051589,3.82090332803771,43.99127640794252,D17,V17,2026-08-02,44,18.93,25.3,42.7,4,0.9090909090909092
T00253,1,2,0,0,20.138709677419353,39.4,1.0108148567069288,1.1114175632947323,3.3777795147612513,7.224416931490043,D17,V17,2026-07-31,31,19.45,20.1,39.4,3,0.967741935483871
T00254,0,0,0,0,18.075,35.2,1.0195433293202047,1.185124887933757,3.0821050607157177,6.720483613550441,D17,V17,2026-08-02,12,5.77,18.1,35.2,0,0.0
T00255,2,1,0,2,29.323809523809523,42.8,1.016908049001621,1.0869199602546638,4.064001655226174,32.79706541750344,D17,V17,2026-08-05,21,9.18,29.3,42.8,5,2.380952380952381
T00256,0,0,2,0,21.092,27.7,1.0136532304815675,1.0569910122607475,4.887136760338907,42.32358444177431,D18,V18,2026-07-31,25,17.39,21.1,27.7,2,0.8
T00257,0,0,0,0,21.62777777777778,30.3,1.007390417212167,1.0858439114347882,3.507075687219487,5.9521508717437595,D18,V18,2026-08-05,18,10.19,21.6,30.3,0,0.0
T00258,0,0,0,0,24.442105263157895,32.6,1.0346844959203658,1.6492522548112523,3.652954190182611,5.4857087053543045,D18,V18,2026-07-31,19,9.49,24.4,32.6,0,0.0
T00259,2,1,0,0,20.133333333333333,32.2,1.0095429117421508,1.077868730412011,3.088059940110108,5.511025312952209,D18,V18,2026-08-06,39,24.03,20.1,32.2,3,0.7692307692307693
T00260,1,0,1,0,27.531428571428574,35.0,1.0316158919320193,1.4989959973262104,5.228974183160649,45.41518908911422,D18,V18,2026-08-05,35,18.03,27.5,35.0,2,0.5714285714285714
T00261,1,1,2,0,31.053571428571427,39.1,1.003282456805389,1.0899403653411501,5.138860963016755,51.06629612572269,D18,V18,2026-08-01,28,16.32,31.1,39.1,4,1.4285714285714284
T00262,0,0,0,0,18.760526315789473,25.6,1.0080081627390345,1.1127717645591122,4.705720044182699,36.25175995727656,D18,V18,2026-08-04,38,21.74,18.8,25.6,0,0.0
T00263,1,1,0,0,30.396,38.1,1.0128675903732471,1.172345938705807,3.08569197481714,6.814939471484688,D18,V18,2026-08-05,25,12.79,30.4,38.1,2,0.8
T00264,0,0,0,0,28.48125,35.0,0.9807433199238819,1.0616694400801032,3.148887402845695,7.500653304879515,D18,V18,2026-08-01,16,9.06,28.5,35.0,0,0.0
T00265,0,0,0,0,23.904761904761905,29.1,1.0117981744399032,1.2579813194161509,2.9686332100564408,5.862772381732042,D18,V18,2026-08-03,21,7.15,23.9,29.1,0,0.0
T00266,0,0,0,0,31.963636363636365,39.3,1.0137315393724566,1.0576544804424555,3.649865272887128,7.8909821948855,D18,V18,2026-07-31,11,8.56,32.0,39.3,0,0.0
T00267,1,1,4,0,24.424,35.0,1.0145324918914307,1.1151434885251312,6.65301302040756,54.995481632585054,D18,V18,2026-08-05,25,10.82,24.4,35.0,6,2.4
T00268,0,0,0,0,22.18125,27.0,1.0104513033481768,1.134536469224326,3.137998025401977,6.1773780845922,D18,V18,2026-08-06,16,4.81,22.2,27.0,0,0.0
T00269,0,0,0,0,31.877500000000005,40.1,1.0175589907648395,1.1749953191396125,4.170205563981527,29.762864445479707,D18,V18,2026-08-01,40,10.24,31.9,40.1,0,0.0
T00270,0,0,0,0,20.990909090909092,31.8,1.004277628526326,1.2168894773150107,2.98156641889141,6.256085037785212,D18,V18,2026-08-05,44,13.13,21.0,31.8,0,0.0
T00271,4,4,2,5,22.90909090909091,54.4,1.0038350169523838,1.1244598703377546,4.357158712228044,47.76106154599163,D19,V19,2026-08-06,33,15.68,22.9,54.4,15,4.545454545454545
T00272,0,0,0,0,19.873333333333335,33.4,1.0435214987388692,1.2262218396358793,3.080238617068326,5.574486523438728,D19,V19,2026-08-02,15,8.79,19.9,33.4,0,0.0
T00273,6,7,6,10,28.05111111111111,53.2,1.052265277436053,1.482372760138286,6.135203033781199,52.62675080222985,D19,V19,2026-07-31,45,2.29,28.1,53.2,29,6.444444444444445
T00274,7,4,0,4,17.010526315789473,46.6,1.015881337985221,1.120477130511819,3.2578084641207488,6.083272145811003,D19,V19,2026-08-02,38,13.42,17.0,46.6,15,3.947368421052632
T00275,0,2,2,1,18.52,44.3,1.112755208495051,1.8790348586441923,6.382860686105132,49.06998675361549,D19,V19,2026-07-31,15,7.19,18.5,44.3,5,3.333333333333333
T00276,2,4,3,14,32.360975609756096,59.1,1.0604209031597422,1.6710748038313545,5.787090420477927,50.64836522534562,D19,V19,2026-08-01,41,18.11,32.4,59.1,23,5.609756097560976
T00277,2,2,2,2,26.50769230769231,54.9,1.0959519692169588,1.6885558918792116,7.7434270150529,49.53219155256509,D19,V19,2026-07-31,13,7.32,26.5,54.9,8,6.153846153846154
T00278,1,2,2,3,29.80909090909091,57.8,1.1723251249674378,1.690517376426519,9.909772824105081,41.077936900482236,D19,V19,2026-08-06,11,5.63,29.8,57.8,8,7.272727272727273
T00279,0,4,2,1,18.894117647058824,46.8,1.012305263121885,1.1778527072601226,4.819550332896587,36.14895987438643,D19,V19,2026-08-01,17,10.28,18.9,46.8,7,4.117647058823529
T00280,1,2,0,1,25.860000000000003,50.5,1.0178359636867875,1.1412361718767943,5.9073428704872954,32.99144434546629,D19,V19,2026-08-02,10,4.99,25.9,50.5,4,4.0
T00281,0,0,2,0,15.992307692307692,36.6,1.0054130956709026,1.1027093905467569,7.8657488492935475,39.65141359396913,D19,V19,2026-08-06,13,4.37,16.0,36.6,2,1.5384615384615385
T00282,0,1,1,2,33.44,58.6,1.0982467967967224,1.7095300523828179,7.634956561082544,39.952063776480934,D19,V19,2026-08-02,10,4.61,33.4,58.6,4,4.0
T00283,3,7,2,5,23.129545454545454,48.7,1.0381672855741817,1.6793123592709012,4.723358319143111,39.93613651819615,D19,V19,2026-08-02,44,20.12,23.1,48.7,17,3.8636363636363633
T00284,2,3,3,2,21.706666666666667,63.3,1.0564090672689235,1.5776774068230806,9.466176416963227,51.967268544729194,D19,V19,2026-08-06,15,7.82,21.7,63.3,10,6.666666666666666
T00285,2,1,0,5,34.455555555555556,58.8,1.0048983263042253,1.1363753781211559,4.159445097305995,29.714301270600327,D19,V19,2026-08-06,18,5.69,34.5,58.8,8,4.444444444444445
T00286,1,1,2,0,22.653846153846153,40.1,1.0083238348057721,1.0584233557513743,5.931076691061221,40.604186976222046,D20,V20,2026-08-04,13,6.86,22.7,40.1,4,3.076923076923077
T00287,1,1,0,2,31.2,44.6,1.0104026929328942,1.1559589093043057,4.754850843591693,26.111794270022887,D20,V20,2026-08-04,14,8.26,31.2,44.6,4,2.8571428571428568
T00288,0,1,2,0,24.01794871794872,39.7,1.0133210616031199,1.2727749211859887,4.0501035703270825,41.364151145647845,D20,V20,2026-07-31,39,12.0,24.0,39.7,3,0.7692307692307693
T00289,0,0,1,0,18.358333333333334,28.5,1.0050290607659507,1.1009200697598351,6.211082188883032,41.63780013401284,D20,V20,2026-08-02,12,4.03,18.4,28.5,1,0.8333333333333333
T00290,0,0,4,3,30.985185185185188,48.4,1.0288430263078001,1.2274559055216607,6.5191901144528925,51.26977764726506,D20,V20,2026-08-06,27,10.25,31.0,48.4,7,2.5925925925925926
T00291,0,0,0,0,20.95,30.4,1.0202243397927324,1.0768960024069176,6.180027631932123,32.3266175156016,D20,V20,2026-08-06,10,4.51,20.9,30.4,0,0.0
T00292,4,4,0,1,23.942857142857143,42.1,1.034830774167827,1.2532457859494284,4.720458772641577,29.64654785974246,D20,V20,2026-08-01,28,22.32,23.9,42.1,9,3.2142857142857144
T00293,1,2,0,0,22.86,37.5,1.0248500986055653,1.3005602638862992,4.485213113441705,33.05750444301566,D20,V20,2026-08-06,30,15.03,22.9,37.5,3,1.0
